Sale_ID,Date,Customer_ID,Bike_Model,Category,Price,Quantity,Discount,Store_Location,Salesperson_ID,Payment_Method,Channel,Customer_Age,Customer_Gender,Sale_Amount,Commission
7173,3/31/2021,2724.0,BMX,Off Road,3831.07,1.0,yes,Chicago,391,Google Pay,Online,26.0,Female,3831.07,191.5535
7174,5/18/2021,9188.0,Cruiser,Off Road,4384.06,4.0,yes,New York,756,Google Pay,Online,69.0,Female,17536.24,876.8120000000001
7175,7/5/2021,4092.0,Cruiser,Off Road,3274.73,5.0,yes,Los Angeles,668,Credit Card,Online,43.0,Female,16373.65,818.6825
7176,2/17/2023,9392.0,Hybrid Bike,Hybrid,1846.53,2.0,no,San Antonio,156,Google Pay,Online,45.0,Male,3693.06,184.65300000000002
7177,12/20/2022,5823.0,Folding Bike,Road,3312.54,3.0,yes,Los Angeles,974,PayPal,Online,68.0,Female,9937.619999999999,496.881
7178,4/25/2023,9124.0,Road Bike,Road,3740.54,3.0,yes,Philadelphia,943,Cash,Store,61.0,Female,11221.619999999999,561.081
7179,12/9/2021,1910.0,BMX,Off Road,550.31,5.0,yes,Houston,132,Apple Pay,Online,24.0,Female,2751.5499999999997,137.5775
7180,4/13/2024,1152.0,Electric Bike,Electric,4405.16,1.0,yes,San Antonio,625,Debit Card,Store,25.0,Female,4405.16,220.258
7181,7/29/2020,6684.0,BMX,Off Road,2277.94,1.0,no,Philadelphia,784,Google Pay,Online,33.0,Female,2277.94,113.897
7182,4/16/2021,9545.0,Electric Bike,Electric,2078.43,2.0,no,Los Angeles,848,Credit Card,Online,35.0,Male,4156.86,207.843
7183,8/4/2024,6413.0,Hybrid Bike,Hybrid,3596.79,1.0,yes,Los Angeles,617,PayPal,Online,25.0,Female,3596.79,179.83950000000002
7184,5/21/2021,1689.0,Hybrid Bike,Hybrid,3942.6,4.0,no,San Antonio,448,PayPal,Online,28.0,Female,15770.4,788.52
7185,3/25/2020,3855.0,Folding Bike,Road,1655.9,3.0,no,Philadelphia,694,Apple Pay,Online,28.0,Male,4967.700000000001,248.38500000000005
7186,1/6/2022,9585.0,Mountain Bike,Off Road,3586.2,4.0,yes,Los Angeles,784,PayPal,Online,53.0,Male,14344.8,717.24
7187,10/28/2022,1163.0,Road Bike,Road,381.95,2.0,yes,Phoenix,610,Apple Pay,Online,32.0,Male,763.9,38.195
7188,8/3/2020,8321.0,BMX,Off Road,4332.35,1.0,no ,Los Angeles,197,Debit Card,Store,36.0,Male,4332.35,216.61750000000004
7189,4/13/2023,4377.0,BMX,Off Road,1655.45,5.0,yes,Chicago,560,Credit Card,Online,36.0,Female,8277.25,413.8625
7190,4/15/2022,4173.0,Road Bike,Road,3447.26,5.0,yes,Phoenix,599,PayPal,Online,70.0,Female,17236.300000000003,861.8150000000002
7191,9/18/2021,6108.0,Road Bike,Road,1925.37,1.0,yes,Philadelphia,995,Cash,Store,65.0,Female,1925.37,96.2685
7192,10/28/2021,3732.0,Electric Bike,Electric,1610.57,3.0,no,Houston,822,PayPal,Online,62.0,Male,4831.71,241.58550000000002
7193,1/11/2023,3012.0,Electric Bike,Electric,2344.42,1.0,yes,Phoenix,797,Debit Card,Store,59.0,Male,2344.42,117.221
7194,2/20/2023,8182.0,Cruiser,Off Road,3068.02,4.0,yes,Philadelphia,453,Debit Card,Store,40.0,Female,12272.08,613.604
7195,4/23/2022,9684.0,Hybrid Bike,Hybrid,1911.1,4.0,yes,Philadelphia,326,Cash,Store,66.0,Female,7644.4,382.22
7196,6/19/2024,9732.0,Mountain Bike,Off Road,2330.84,4.0,yes,New York,825,Cash,Store,52.0,Male,9323.36,466.16800000000006
7197,5/25/2024,2940.0,Hybrid Bike,Hybrid,2245.47,3.0,no,Houston,776,Google Pay,Online,47.0,Male,6736.41,336.82050000000004
7198,5/17/2020,5329.0,Mountain Bike,Off Road,3940.12,2.0,no,Los Angeles,642,Debit Card,Store,28.0,Female,7880.24,394.012
7199,7/24/2024,5794.0,Cruiser,Off Road,1285.8,4.0,yes,Houston,637,Apple Pay,Online,62.0,Male,5143.2,257.16
7200,10/15/2023,5396.0,Hybrid Bike,Hybrid,491.58,2.0,no,Houston,281,Cash,Store,32.0,Female,983.16,49.158
7201,9/18/2024,6661.0,Folding Bike,Road,2068.17,4.0,no,New York,122,Apple Pay,Online,27.0,Female,8272.68,413.634
7202,9/4/2024,6474.0,Cruiser,Off Road,3760.78,1.0,yes,San Antonio,766,PayPal,Online,69.0,Male,3760.78,188.03900000000002
7203,3/18/2021,9983.0,BMX,Off Road,1041.13,5.0,yes,Chicago,944,Credit Card,Online,36.0,Female,5205.650000000001,260.2825
7204,4/3/2020,1632.0,Road Bike,Road,545.93,3.0,no ,Los Angeles,825,Google Pay,Online,18.0,Female,1637.79,81.8895
7205,10/13/2023,8164.0,Cruiser,Off Road,3619.65,3.0,yes,New York,140,Debit Card,Store,18.0,Male,10858.95,542.9475000000001
7206,1/17/2022,4976.0,Folding Bike,Road,871.24,3.0,yes,Philadelphia,136,Credit Card,Online,49.0,Female,2613.7200000000003,130.686
7207,6/23/2022,1413.0,Mountain Bike,Off Road,2140.36,3.0,yes,Los Angeles,697,Cash,Store,34.0,Female,6421.08,321.05400000000003
7208,4/1/2020,9762.0,BMX,Off Road,292.69,1.0,no,San Antonio,981,Apple Pay,Online,59.0,Female,292.69,14.634500000000001
7209,9/15/2024,2195.0,Folding Bike,Road,3763.47,1.0,yes,New York,100,Google Pay,Online,70.0,Male,3763.47,188.1735
7210,12/28/2021,9375.0,Hybrid Bike,Hybrid,4102.2,4.0,yes,New York,156,Cash,Store,25.0,Female,16408.8,820.44
7211,4/29/2024,7744.0,Folding Bike,Road,3793.06,2.0,yes,Los Angeles,478,Cash,Store,46.0,Male,7586.12,379.30600000000004
7212,1/10/2023,4766.0,Mountain Bike,Off Road,4211.78,2.0,yes,Los Angeles,638,Cash,Store,56.0,Female,8423.56,421.178
7213,2/2/2021,9198.0,Mountain Bike,Off Road,845.94,5.0,no,Houston,682,Google Pay,Online,41.0,Male,4229.700000000001,211.48500000000004
7214,11/8/2022,7526.0,Cruiser,Off Road,1410.0,2.0,no,Philadelphia,670,Google Pay,Online,65.0,Male,2820.0,141.0
7215,3/12/2021,5009.0,Mountain Bike,Off Road,4241.57,1.0,yes,Houston,815,Google Pay,Online,58.0,Female,4241.57,212.0785
7216,11/13/2020,1154.0,BMX,Off Road,1929.57,1.0,no,San Antonio,153,PayPal,Online,45.0,Female,1929.57,96.4785
7217,2/19/2021,7055.0,Mountain Bike,Off Road,1616.67,4.0,no,Chicago,337,Cash,Store,49.0,Male,6466.68,323.33400000000006
7218,3/4/2020,2219.0,Folding Bike,Road,617.75,4.0,yes,Phoenix,233,Apple Pay,Online,66.0,Male,2471.0,123.55000000000001
7219,3/30/2021,7762.0,Electric Bike,Electric,572.68,1.0,yes,Houston,731,Cash,Store,64.0,Male,572.68,28.634
7220,6/6/2023,9047.0,Cruiser,Off Road,1055.47,1.0,no ,Los Angeles,404,Credit Card,Online,69.0,Female,1055.47,52.773500000000006
7221,1/28/2024,3636.0,Folding Bike,Road,3010.87,5.0,yes,Los Angeles,741,Debit Card,Store,23.0,Male,15054.349999999999,752.7175
7222,9/6/2021,5553.0,Folding Bike,Road,1325.19,2.0,yes,San Antonio,604,PayPal,Online,38.0,Male,2650.38,132.519
7223,5/20/2024,6859.0,Mountain Bike,Off Road,4339.07,2.0,yes,New York,834,Google Pay,Online,19.0,Male,8678.14,433.907
7224,6/25/2024,3345.0,Hybrid Bike,Hybrid,3908.41,1.0,no,San Antonio,979,Cash,Store,23.0,Female,3908.41,195.4205
7225,3/5/2023,6826.0,Hybrid Bike,Hybrid,1373.29,4.0,yes,Philadelphia,809,Cash,Store,32.0,Female,5493.16,274.658
7226,10/30/2020,1068.0,BMX,Off Road,568.65,2.0,yes,New York,150,Debit Card,Store,25.0,Female,1137.3,56.865
7227,2/1/2024,2198.0,Cruiser,Off Road,2313.73,5.0,yes,San Antonio,607,Credit Card,Online,63.0,Male,11568.65,578.4325
7228,6/8/2023,9474.0,Folding Bike,Road,4738.16,4.0,yes,Chicago,225,Cash,Store,29.0,Male,18952.64,947.6320000000001
7229,6/21/2022,6870.0,Cruiser,Off Road,823.9,5.0,no,Chicago,339,PayPal,Online,33.0,Female,4119.5,205.97500000000002
7230,1/21/2022,2655.0,Hybrid Bike,Hybrid,387.11,1.0,no,Houston,389,Credit Card,Online,33.0,Male,387.11,19.355500000000003
7231,9/25/2020,9765.0,Electric Bike,Electric,1287.45,1.0,yes,San Antonio,887,Google Pay,Online,23.0,Female,1287.45,64.3725
7232,5/16/2024,6997.0,Mountain Bike,Off Road,2197.85,4.0,no,Houston,675,Credit Card,Online,47.0,Male,8791.4,439.57
7233,8/28/2021,5597.0,Mountain Bike,Off Road,1125.79,1.0,no,Los Angeles,311,Debit Card,Store,42.0,Male,1125.79,56.289500000000004
7234,2/2/2023,6098.0,Hybrid Bike,Hybrid,3777.52,5.0,yes,Chicago,206,Cash,Store,31.0,Male,18887.6,944.38
7235,5/17/2023,9415.0,Hybrid Bike,Hybrid,4993.88,4.0,yes,San Antonio,432,Debit Card,Store,30.0,Female,19975.52,998.7760000000001
7236,8/25/2023,9663.0,Road Bike,Road,4356.77,4.0,no ,New York,902,Credit Card,Online,57.0,Male,17427.08,871.3540000000002
7237,5/22/2020,6645.0,BMX,Off Road,2502.93,5.0,yes,Chicago,992,Apple Pay,Online,47.0,Male,12514.65,625.7325000000001
7238,12/1/2022,9496.0,Road Bike,Road,2931.04,1.0,yes,Phoenix,882,Debit Card,Store,63.0,Male,2931.04,146.552
7239,3/6/2020,1260.0,Hybrid Bike,Hybrid,3501.88,5.0,yes,Chicago,429,Credit Card,Online,45.0,Male,17509.4,875.4700000000001
7240,11/19/2023,9284.0,Road Bike,Road,330.93,4.0,no,Phoenix,972,Google Pay,Online,70.0,Female,1323.72,66.186
7241,8/14/2020,9312.0,Hybrid Bike,Hybrid,2197.51,3.0,yes,Houston,179,Apple Pay,Online,54.0,Male,6592.530000000001,329.6265000000001
7242,4/22/2021,6937.0,Hybrid Bike,Hybrid,316.49,1.0,yes,San Antonio,837,Google Pay,Online,31.0,Female,316.49,15.8245
7243,7/9/2023,2246.0,Folding Bike,Road,4874.8,3.0,yes,San Antonio,326,Apple Pay,Online,65.0,Male,14624.400000000001,731.2200000000001
7244,2/10/2023,1894.0,Electric Bike,Electric,4713.81,4.0,yes,Houston,629,PayPal,Online,23.0,Female,18855.24,942.7620000000002
7245,6/24/2024,4386.0,Mountain Bike,Off Road,2997.02,1.0,no,San Antonio,107,Debit Card,Store,62.0,Male,2997.02,149.851
7246,8/23/2020,6803.0,Mountain Bike,Off Road,2943.26,4.0,no,Los Angeles,662,Credit Card,Online,18.0,Male,11773.04,588.652
7247,6/4/2022,1580.0,BMX,Off Road,4180.63,5.0,yes,New York,251,Credit Card,Online,40.0,Female,20903.15,1045.1575
7248,9/7/2021,9648.0,Hybrid Bike,Hybrid,842.7,4.0,no,New York,344,Debit Card,Store,42.0,Female,3370.8,168.54000000000002
7249,3/17/2021,9947.0,Hybrid Bike,Hybrid,2541.05,2.0,no,Houston,551,Apple Pay,Online,46.0,Male,5082.1,254.10500000000002
7250,1/4/2022,5413.0,Electric Bike,Electric,1612.18,4.0,yes,San Antonio,959,Debit Card,Store,46.0,Female,6448.72,322.43600000000004
7251,3/22/2020,1476.0,Electric Bike,Electric,3001.7,4.0,yes,Philadelphia,902,Cash,Store,40.0,Female,12006.8,600.34
7252,1/5/2021,3210.0,Cruiser,Off Road,4545.03,5.0,no ,Philadelphia,901,Apple Pay,Online,56.0,Male,22725.149999999998,1136.2575
7253,4/12/2022,3388.0,BMX,Off Road,3389.38,3.0,yes,New York,978,PayPal,Online,26.0,Female,10168.14,508.407
7254,8/10/2023,1765.0,BMX,Off Road,4165.86,5.0,yes,Chicago,970,PayPal,Online,34.0,Female,20829.3,1041.465
7255,3/22/2021,4539.0,Hybrid Bike,Hybrid,4431.72,4.0,yes,Los Angeles,520,Cash,Store,37.0,Male,17726.88,886.344
7256,9/21/2024,1510.0,Road Bike,Road,4607.68,3.0,no,Phoenix,917,Google Pay,Online,22.0,Female,13823.04,691.152
7257,6/28/2024,6789.0,BMX,Off Road,2211.69,3.0,yes,Phoenix,844,Apple Pay,Online,63.0,Male,6635.07,331.75350000000003
7258,2/26/2022,8496.0,Mountain Bike,Off Road,590.48,3.0,yes,Philadelphia,404,Google Pay,Online,61.0,Male,1771.44,88.572
7259,11/21/2021,5202.0,Mountain Bike,Off Road,3582.08,1.0,yes,New York,552,Debit Card,Store,23.0,Female,3582.08,179.104
7260,2/25/2023,6469.0,Electric Bike,Electric,2317.86,5.0,yes,San Antonio,548,PayPal,Online,52.0,Male,11589.300000000001,579.465
7261,12/7/2023,6096.0,Road Bike,Road,4892.39,4.0,no,New York,800,PayPal,Online,18.0,Male,19569.56,978.4780000000001
7262,8/7/2023,8153.0,Hybrid Bike,Hybrid,2901.61,2.0,no,Phoenix,400,PayPal,Online,55.0,Female,5803.22,290.161
7263,9/16/2022,6934.0,Folding Bike,Road,4270.52,5.0,yes,Los Angeles,365,Cash,Store,45.0,Male,21352.600000000002,1067.63
7264,5/25/2021,4787.0,Electric Bike,Electric,4137.64,4.0,no,Chicago,880,Apple Pay,Online,44.0,Female,16550.56,827.5280000000001
7265,9/2/2024,3090.0,Road Bike,Road,2178.17,1.0,no,Phoenix,961,Google Pay,Online,22.0,Female,2178.17,108.9085
7266,7/20/2020,2066.0,BMX,Off Road,4211.5,1.0,yes,New York,137,Credit Card,Online,41.0,Female,4211.5,210.57500000000002
7267,5/25/2020,5014.0,BMX,Off Road,4523.1,5.0,yes,Houston,362,Debit Card,Store,37.0,Female,22615.5,1130.775
7268,8/22/2024,9533.0,Hybrid Bike,Hybrid,4001.89,3.0,no ,Houston,952,Cash,Store,38.0,Male,12005.67,600.2835
7269,7/24/2020,6908.0,Electric Bike,Electric,2787.6,4.0,yes,New York,290,Google Pay,Online,38.0,Female,11150.4,557.52
7270,1/2/2020,9591.0,BMX,Off Road,3384.87,2.0,yes,New York,403,Credit Card,Online,53.0,Female,6769.74,338.487
7271,1/4/2020,1111.0,Road Bike,Road,1516.07,5.0,yes,New York,363,Cash,Store,21.0,Female,7580.349999999999,379.0175
7272,4/24/2024,1431.0,Folding Bike,Road,274.12,2.0,no,Houston,624,Google Pay,Online,53.0,Female,548.24,27.412000000000003
7273,9/20/2024,3836.0,Cruiser,Off Road,1394.26,5.0,yes,New York,459,Google Pay,Online,55.0,Male,6971.3,348.56500000000005
7274,6/2/2020,8336.0,Electric Bike,Electric,4245.45,2.0,yes,Chicago,561,PayPal,Online,21.0,Female,8490.9,424.545
7275,6/23/2020,1126.0,Road Bike,Road,3415.83,2.0,yes,Philadelphia,449,Credit Card,Online,34.0,Male,6831.66,341.583
7276,2/22/2022,3434.0,BMX,Off Road,416.19,3.0,yes,San Antonio,189,Google Pay,Online,34.0,Male,1248.57,62.4285
7277,10/18/2021,1832.0,BMX,Off Road,3426.04,2.0,no,New York,524,Debit Card,Store,60.0,Female,6852.08,342.60400000000004
7278,12/11/2020,3672.0,Mountain Bike,Off Road,736.02,3.0,no,Phoenix,993,Google Pay,Online,58.0,Female,2208.06,110.403
7279,3/20/2022,2508.0,Folding Bike,Road,4071.06,1.0,yes,Phoenix,482,PayPal,Online,26.0,Female,4071.06,203.553
7280,5/12/2021,5948.0,Road Bike,Road,1324.1,5.0,no,Los Angeles,183,Credit Card,Online,22.0,Male,6620.5,331.02500000000003
7281,8/5/2020,5246.0,Cruiser,Off Road,2609.21,1.0,no,Chicago,626,Credit Card,Online,39.0,Male,2609.21,130.4605
7282,6/3/2022,8398.0,Road Bike,Road,2249.52,5.0,yes,Los Angeles,906,PayPal,Online,38.0,Male,11247.6,562.38
7283,6/23/2021,8643.0,Folding Bike,Road,1855.28,2.0,yes,Philadelphia,205,Google Pay,Online,59.0,Female,3710.56,185.52800000000002
7284,6/11/2022,8512.0,Hybrid Bike,Hybrid,2226.91,1.0,no ,Philadelphia,502,Cash,Store,45.0,Male,2226.91,111.3455
7285,3/25/2022,8011.0,BMX,Off Road,2111.86,1.0,yes,Los Angeles,174,Google Pay,Online,70.0,Male,2111.86,105.59300000000002
7286,7/10/2024,3543.0,Electric Bike,Electric,3891.38,1.0,yes,New York,245,Cash,Store,52.0,Male,3891.38,194.56900000000002
7287,4/18/2020,1087.0,Road Bike,Road,3919.48,5.0,yes,Philadelphia,160,Credit Card,Online,40.0,Female,19597.4,979.8700000000001
7288,2/2/2024,8974.0,Folding Bike,Road,3954.62,4.0,no,Chicago,728,Google Pay,Online,53.0,Female,15818.48,790.924
7289,5/10/2023,1441.0,BMX,Off Road,1828.97,4.0,yes,Phoenix,487,PayPal,Online,26.0,Female,7315.88,365.79400000000004
7290,8/4/2022,2173.0,Hybrid Bike,Hybrid,3343.82,5.0,yes,New York,965,Debit Card,Store,27.0,Male,16719.100000000002,835.9550000000002
7291,2/10/2023,7009.0,BMX,Off Road,255.89,4.0,yes,Los Angeles,706,Cash,Store,54.0,Male,1023.56,51.178
7292,12/29/2023,8118.0,Hybrid Bike,Hybrid,4731.74,5.0,yes,Phoenix,117,PayPal,Online,57.0,Female,23658.699999999997,1182.935
7293,7/1/2022,7868.0,Cruiser,Off Road,1193.8,1.0,no,San Antonio,651,Apple Pay,Online,58.0,Female,1193.8,59.69
7294,9/7/2022,4333.0,Cruiser,Off Road,2579.74,3.0,no,Los Angeles,386,Apple Pay,Online,42.0,Female,7739.219999999999,386.961
7295,3/19/2022,3126.0,Electric Bike,Electric,1386.68,4.0,yes,San Antonio,557,Apple Pay,Online,50.0,Male,5546.72,277.336
7296,2/13/2022,1605.0,Electric Bike,Electric,2941.11,3.0,no,San Antonio,936,Credit Card,Online,34.0,Male,8823.33,441.16650000000004
7297,5/6/2022,2206.0,Road Bike,Road,4622.66,4.0,no,Chicago,237,Cash,Store,30.0,Female,18490.64,924.532
7298,10/6/2021,5582.0,Hybrid Bike,Hybrid,1365.28,2.0,yes,Los Angeles,450,Google Pay,Online,34.0,Female,2730.56,136.528
7299,11/30/2021,7879.0,Folding Bike,Road,3951.98,2.0,yes,New York,478,Google Pay,Online,41.0,Male,7903.96,395.19800000000004
7300,2/21/2020,9144.0,Mountain Bike,Off Road,1930.04,5.0,no ,Los Angeles,480,Debit Card,Store,25.0,Male,9650.2,482.51000000000005
7301,3/21/2023,2907.0,Road Bike,Road,2448.25,3.0,yes,Houston,129,Apple Pay,Online,47.0,Male,7344.75,367.2375
7302,6/30/2024,5719.0,Road Bike,Road,3840.9,2.0,yes,New York,697,Google Pay,Online,46.0,Male,7681.8,384.09000000000003
7303,4/19/2024,5528.0,Folding Bike,Road,3674.02,4.0,yes,Houston,446,Credit Card,Online,68.0,Female,14696.08,734.8040000000001
7304,10/5/2022,7355.0,Folding Bike,Road,1935.67,4.0,no,Los Angeles,644,Cash,Store,27.0,Male,7742.68,387.134
7305,9/2/2021,8178.0,Hybrid Bike,Hybrid,2768.11,5.0,yes,Houston,769,Apple Pay,Online,39.0,Male,13840.550000000001,692.0275000000001
7306,7/5/2021,3549.0,BMX,Off Road,430.12,1.0,yes,Los Angeles,793,PayPal,Online,49.0,Female,430.12,21.506
7307,6/11/2024,7105.0,Road Bike,Road,1827.61,5.0,yes,Los Angeles,827,Cash,Store,54.0,Male,9138.05,456.9025
7308,8/10/2022,8936.0,Hybrid Bike,Hybrid,3652.69,1.0,yes,Houston,549,Apple Pay,Online,68.0,Female,3652.69,182.6345
7309,2/24/2024,4706.0,BMX,Off Road,4960.8,4.0,no,Phoenix,110,Google Pay,Online,30.0,Female,19843.2,992.1600000000001
7310,2/25/2023,1021.0,Hybrid Bike,Hybrid,1851.1,3.0,no,Philadelphia,376,Credit Card,Online,19.0,Male,5553.299999999999,277.66499999999996
7311,5/9/2021,5885.0,Mountain Bike,Off Road,4843.35,1.0,yes,Los Angeles,691,Cash,Store,31.0,Female,4843.35,242.16750000000002
7312,7/23/2022,3506.0,Cruiser,Off Road,691.67,1.0,no,Chicago,789,Cash,Store,42.0,Male,691.67,34.5835
7313,4/8/2020,5465.0,Hybrid Bike,Hybrid,3333.49,3.0,no,Philadelphia,744,PayPal,Online,55.0,Male,10000.47,500.0235
7314,5/20/2022,8799.0,Cruiser,Off Road,1710.95,3.0,yes,Philadelphia,699,Credit Card,Online,63.0,Female,5132.85,256.64250000000004
7315,4/10/2022,2246.0,Electric Bike,Electric,1747.39,1.0,yes,New York,394,Cash,Store,40.0,Male,1747.39,87.36950000000002
7316,5/30/2021,8404.0,Cruiser,Off Road,4417.07,5.0,no ,Chicago,464,PayPal,Online,25.0,Male,22085.35,1104.2675
7317,3/12/2024,3976.0,Hybrid Bike,Hybrid,1155.73,4.0,yes,Philadelphia,254,Google Pay,Online,56.0,Female,4622.92,231.14600000000002
7318,8/16/2020,2701.0,Mountain Bike,Off Road,4986.16,2.0,yes,Houston,543,Google Pay,Online,20.0,Male,9972.32,498.616
7319,1/26/2024,5048.0,Cruiser,Off Road,2232.65,5.0,yes,Houston,827,Cash,Store,36.0,Male,11163.25,558.1625
7320,7/17/2022,1945.0,Hybrid Bike,Hybrid,429.01,2.0,no,Chicago,573,PayPal,Online,50.0,Female,858.02,42.901
7321,10/18/2022,4244.0,Road Bike,Road,2002.84,3.0,yes,New York,551,Debit Card,Store,30.0,Female,6008.5199999999995,300.426
7322,3/19/2023,9105.0,Road Bike,Road,3730.5,3.0,yes,Philadelphia,911,PayPal,Online,47.0,Female,11191.5,559.575
7323,3/16/2024,3052.0,Cruiser,Off Road,2160.28,4.0,yes,Houston,246,PayPal,Online,40.0,Male,8641.12,432.05600000000004
7324,12/7/2020,8602.0,Hybrid Bike,Hybrid,647.88,3.0,yes,Philadelphia,691,Debit Card,Store,18.0,Female,1943.6399999999999,97.182
7325,4/16/2020,9251.0,Hybrid Bike,Hybrid,3193.26,3.0,no,Philadelphia,949,Debit Card,Store,33.0,Female,9579.78,478.98900000000003
7326,6/13/2023,8191.0,Electric Bike,Electric,1804.85,2.0,no,Philadelphia,782,Debit Card,Store,46.0,Female,3609.7,180.485
7327,4/18/2022,8512.0,Road Bike,Road,3816.59,4.0,yes,San Antonio,785,Cash,Store,41.0,Female,15266.36,763.3180000000001
7328,6/18/2020,2805.0,Folding Bike,Road,1521.63,5.0,no,Chicago,878,Debit Card,Store,70.0,Female,7608.150000000001,380.4075
7329,12/12/2022,6855.0,Hybrid Bike,Hybrid,4202.0,1.0,no,San Antonio,243,Cash,Store,63.0,Male,4202.0,210.10000000000002
7330,1/18/2023,9036.0,Folding Bike,Road,2483.15,5.0,yes,San Antonio,700,PayPal,Online,49.0,Female,12415.75,620.7875
7331,5/28/2021,7420.0,Hybrid Bike,Hybrid,2761.46,3.0,yes,Philadelphia,361,Google Pay,Online,39.0,Male,8284.380000000001,414.21900000000005
7332,2/21/2023,3771.0,Mountain Bike,Off Road,4614.96,4.0,no ,Chicago,878,Google Pay,Online,44.0,Male,18459.84,922.9920000000001
7333,3/5/2021,5903.0,Electric Bike,Electric,2417.68,4.0,yes,New York,518,Debit Card,Store,63.0,Male,9670.72,483.536
7334,11/7/2021,4919.0,BMX,Off Road,1322.48,5.0,yes,San Antonio,121,PayPal,Online,42.0,Female,6612.4,330.62
7335,4/9/2023,4367.0,Mountain Bike,Off Road,791.16,4.0,yes,New York,847,PayPal,Online,43.0,Male,3164.64,158.232
7336,9/24/2022,4509.0,Cruiser,Off Road,3495.86,3.0,no,Los Angeles,300,Cash,Store,61.0,Female,10487.58,524.379
7337,5/15/2023,8856.0,Electric Bike,Electric,2421.81,1.0,yes,New York,649,Google Pay,Online,51.0,Male,2421.81,121.0905
7338,1/24/2024,3696.0,Road Bike,Road,4786.68,5.0,yes,Houston,615,Google Pay,Online,58.0,Male,23933.4,1196.67
7339,9/9/2023,3015.0,Cruiser,Off Road,2071.42,2.0,yes,San Antonio,736,Google Pay,Online,69.0,Male,4142.84,207.14200000000002
7340,6/7/2022,9425.0,Cruiser,Off Road,4430.72,3.0,yes,San Antonio,565,Google Pay,Online,70.0,Male,13292.16,664.6080000000001
7341,1/2/2022,4334.0,BMX,Off Road,4121.19,4.0,no,Chicago,808,Google Pay,Online,49.0,Male,16484.76,824.2379999999999
7342,5/22/2021,3924.0,Cruiser,Off Road,3009.03,3.0,no,Philadelphia,464,Apple Pay,Online,54.0,Female,9027.09,451.35450000000003
7343,4/23/2024,5101.0,Folding Bike,Road,1974.0,5.0,yes,Los Angeles,367,Google Pay,Online,58.0,Male,9870.0,493.5
7344,5/29/2023,9601.0,Folding Bike,Road,4349.15,2.0,no,Phoenix,242,Apple Pay,Online,19.0,Male,8698.3,434.91499999999996
7345,10/30/2021,7533.0,Mountain Bike,Off Road,4770.23,3.0,no,Los Angeles,470,Credit Card,Online,27.0,Female,14310.689999999999,715.5345
7346,9/28/2022,5992.0,Mountain Bike,Off Road,1238.93,2.0,yes,Houston,290,Apple Pay,Online,64.0,Female,2477.86,123.89300000000001
7347,11/23/2020,8677.0,Folding Bike,Road,1103.18,1.0,yes,Los Angeles,446,Google Pay,Online,37.0,Male,1103.18,55.159000000000006
7348,1/15/2023,1994.0,Hybrid Bike,Hybrid,1272.11,5.0,no ,Los Angeles,836,Google Pay,Online,30.0,Female,6360.549999999999,318.0275
7349,8/5/2024,8917.0,Mountain Bike,Off Road,2907.64,3.0,yes,Los Angeles,802,Google Pay,Online,59.0,Female,8722.92,436.146
7350,8/10/2023,1103.0,BMX,Off Road,4972.3,4.0,yes,Houston,359,Google Pay,Online,39.0,Male,19889.2,994.46
7351,2/5/2023,6816.0,Mountain Bike,Off Road,3530.04,2.0,yes,Phoenix,259,Apple Pay,Online,67.0,Male,7060.08,353.004
7352,7/26/2021,1848.0,Mountain Bike,Off Road,1909.38,5.0,no,San Antonio,321,Debit Card,Store,26.0,Male,9546.900000000001,477.3450000000001
7353,1/14/2023,1654.0,Mountain Bike,Off Road,4701.29,4.0,yes,Philadelphia,170,Google Pay,Online,43.0,Female,18805.16,940.258
7354,10/3/2023,1281.0,BMX,Off Road,2097.39,2.0,yes,New York,829,Google Pay,Online,60.0,Male,4194.78,209.739
7355,9/14/2022,6718.0,Electric Bike,Electric,4459.99,5.0,yes,San Antonio,298,PayPal,Online,41.0,Female,22299.949999999997,1114.9975
7356,7/26/2022,7223.0,Electric Bike,Electric,4323.64,5.0,yes,Phoenix,692,Credit Card,Online,35.0,Male,21618.2,1080.91
7357,6/5/2021,6074.0,Road Bike,Road,3162.99,1.0,no,New York,204,Google Pay,Online,36.0,Male,3162.99,158.1495
7358,4/25/2021,5616.0,Mountain Bike,Off Road,2885.54,3.0,no,Chicago,442,Cash,Store,33.0,Female,8656.619999999999,432.83099999999996
7359,7/26/2022,1001.0,Electric Bike,Electric,522.05,2.0,yes,New York,280,Apple Pay,Online,69.0,Male,1044.1,52.205
7360,1/22/2024,7925.0,Road Bike,Road,4194.75,3.0,no,Houston,490,Apple Pay,Online,59.0,Female,12584.25,629.2125000000001
7361,8/17/2022,1179.0,Mountain Bike,Off Road,1810.17,3.0,no,Phoenix,438,Credit Card,Online,38.0,Male,5430.51,271.5255
7362,4/22/2021,6877.0,Hybrid Bike,Hybrid,310.1,2.0,yes,New York,284,PayPal,Online,45.0,Female,620.2,31.010000000000005
7363,1/7/2023,8413.0,Mountain Bike,Off Road,2115.57,3.0,yes,Philadelphia,664,PayPal,Online,56.0,Female,6346.710000000001,317.3355000000001
7364,5/18/2021,3920.0,Folding Bike,Road,331.37,5.0,no ,Phoenix,835,PayPal,Online,54.0,Female,1656.85,82.8425
